ID,subjectID,name,shift,weekday,week,semester,students
501032TH_1_2023_17,'501032TH,Thực hành đại số tuyến tính cho Công nghệ thông tin,1,4,-1-2-3-4-5-6-7-8-9-10-,hk1,-52301051--52301052--52301053--52301054--52301055--52301056--52301057--52301058--52301059--52301060--52301061--52301062--52301063--52301064--52301065--52301066--52301067--52301068--52301069--52301070--52301071--52301072--52301073--52301074--52301075--52301076--52301077--52301078--52301079--52301080--52301081--52301082--52301083--52301084--52301085--52301086--52301087--52301088--52301089--52301090--52301091--52301092--52301093--52301094--52301095--52301096--52301097--52301098--52301099--52301100-
501031_1_2023_17,'501031,Giải tích ứng dụng cho Công nghệ thông tin,4,4,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52301051--52301052--52301053--52301054--52301055--52301056--52301057--52301058--52301059--52301060--52301061--52301062--52301063--52301064--52301065--52301066--52301067--52301068--52301069--52301070--52301071--52301072--52301073--52301074--52301075--52301076--52301077--52301078--52301079--52301080--52301081--52301082--52301083--52301084--52301085--52301086--52301087--52301088--52301089--52301090--52301091--52301092--52301093--52301094--52301095--52301096--52301097--52301098--52301099--52301100-
501031TH_1_2023_17,'501031TH,Thực hành giải tích ứng dụng cho Công nghệ thông tin,2,7,-2-3-4-5-6-7-8-9-10-11-,hk1,-52301051--52301052--52301053--52301054--52301055--52301056--52301057--52301058--52301059--52301060--52301061--52301062--52301063--52301064--52301065--52301066--52301067--52301068--52301069--52301070--52301071--52301072--52301073--52301074--52301075--52301076--52301077--52301078--52301079--52301080--52301081--52301082--52301083--52301084--52301085--52301086--52301087--52301088--52301089--52301090--52301091--52301092--52301093--52301094--52301095--52301096--52301097--52301098--52301099--52301100-
D02030_1_2023_17,'D02030,Giáo dục quốc phòng - Học phần 3,3,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-21-22-23-26-27-28-29-30-31-32-33-,hk1,-52301051--52301052--52301053--52301054--52301055--52301056--52301057--52301058--52301059--52301060--52301061--52301062--52301063--52301064--52301065--52301066--52301067--52301068--52301069--52301070--52301071--52301072--52301073--52301074--52301075--52301076--52301077--52301078--52301079--52301080--52301081--52301082--52301083--52301084--52301085--52301086--52301087--52301088--52301089--52301090--52301091--52301092--52301093--52301094--52301095--52301096--52301097--52301098--52301099--52301100-
L00001_1_2023_17,'L00001,Kỹ năng phát triển bền vững,4,7,-2-3-4-5-6-,hk1,-52301051--52301052--52301053--52301054--52301055--52301056--52301057--52301058--52301059--52301060--52301061--52301062--52301063--52301064--52301065--52301066--52301067--52301068--52301069--52301070--52301071--52301072--52301073--52301074--52301075--52301076--52301077--52301078--52301079--52301080--52301081--52301082--52301083--52301084--52301085--52301086--52301087--52301088--52301089--52301090--52301091--52301092--52301093--52301094--52301095--52301096--52301097--52301098--52301099--52301100-
300014_1_2023_17,'300014,Phương pháp học đại học,4,5,-2-3-,hk1,-52301051--52301052--52301053--52301054--52301055--52301056--52301057--52301058--52301059--52301060--52301061--52301062--52301063--52301064--52301065--52301066--52301067--52301068--52301069--52301070--52301071--52301072--52301073--52301074--52301075--52301076--52301077--52301078--52301079--52301080--52301081--52301082--52301083--52301084--52301085--52301086--52301087--52301088--52301089--52301090--52301091--52301092--52301093--52301094--52301095--52301096--52301097--52301098--52301099--52301100-
501042_1_2023_17,'501042,Phương pháp lập trình,1,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52301051--52301052--52301053--52301054--52301055--52301056--52301057--52301058--52301059--52301060--52301061--52301062--52301063--52301064--52301065--52301066--52301067--52301068--52301069--52301070--52301071--52301072--52301073--52301074--52301075--52301076--52301077--52301078--52301079--52301080--52301081--52301082--52301083--52301084--52301085--52301086--52301087--52301088--52301089--52301090--52301091--52301092--52301093--52301094--52301095--52301096--52301097--52301098--52301099--52301100-
501042TH_1_2023_17,'501042TH,Thực hành phương pháp lập trình,3,6,-1-2-3-4-5-6-7-8-9-10-,hk1,-52301051--52301052--52301053--52301054--52301055--52301056--52301057--52301058--52301059--52301060--52301061--52301062--52301063--52301064--52301065--52301066--52301067--52301068--52301069--52301070--52301071--52301072--52301073--52301074--52301075--52301076--52301077--52301078--52301079--52301080--52301081--52301082--52301083--52301084--52301085--52301086--52301087--52301088--52301089--52301090--52301091--52301092--52301093--52301094--52301095--52301096--52301097--52301098--52301099--52301100-
001201_1_2023_17,'001201,Tiếng Anh 1,2,5,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-,hk1,-52301051--52301052--52301053--52301054--52301055--52301056--52301057--52301058--52301059--52301060--52301061--52301062--52301063--52301064--52301065--52301066--52301067--52301068--52301069--52301070--52301071--52301072--52301073--52301074--52301075--52301076--52301077--52301078--52301079--52301080--52301081--52301082--52301083--52301084--52301085--52301086--52301087--52301088--52301089--52301090--52301091--52301092--52301093--52301094--52301095--52301096--52301097--52301098--52301099--52301100-
D01001_1_2023_18,'D01001,Bơi lội,3,4,-1-2-3-4-5-6-7-8-9-10-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
501043_1_2023_18,'501043,Cấu trúc dữ liệu và giải thuật 1,4,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
501043TH_1_2023_18,'501043TH,Thực hành cấu trúc dữ liệu và giải thuật 1,4,5,-1-2-3-4-5-6-7-8-9-10-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
501032_1_2023_18,'501032,Đại số tuyến tính cho Công nghệ thông tin,1,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
501032TH_1_2023_18,'501032TH,Thực hành đại số tuyến tính cho Công nghệ thông tin,1,6,-1-2-3-4-5-6-7-8-9-10-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
501031_1_2023_18,'501031,Giải tích ứng dụng cho Công nghệ thông tin,1,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
501031TH_1_2023_18,'501031TH,Thực hành giải tích ứng dụng cho Công nghệ thông tin,3,6,-1-2-3-4-5-6-7-8-9-10-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
D02030_1_2023_18,'D02030,Giáo dục quốc phòng - Học phần 3,4,3,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-26-27-28-29-30-31-32-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
L00001_1_2023_18,'L00001,Kỹ năng phát triển bền vững,2,7,-2-3-4-5-6-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
300014_1_2023_18,'300014,Phương pháp học đại học,4,7,-2-3-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
501042_1_2023_18,'501042,Phương pháp lập trình,3,7,-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
501042TH_1_2023_18,'501042TH,Thực hành phương pháp lập trình,1,4,-1-2-3-4-5-6-7-8-9-10-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
001201_1_2023_18,'001201,Tiếng Anh 1,2,2,-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-21-22-23-26-27-28-,hk1,-52312101--52312102--52312103--52312104--52312105--52312106--52312107--52312108--52312109--52312110--52312111--52312112--52312113--52312114--52312115--52312116--52312117--52312118--52312119--52312120--52312121--52312122--52312123--52312124--52312125--52312126--52312127--52312128--52312129--52312130--52312131--52312132--52312133--52312134--52312135--52312136--52312137--52312138--52312139--52312140--52312141--52312142--52312143--52312144--52312145--52312146--52312147--52312148--52312149--52312150-
D02028_2_2024_1,'D02028,Giáo dục quốc phòng - Học phần 1,3,7,-21-22-23-26-27-28-29-30-31-32-33-34-35-36-37-,hk2,-52301101--52301102--52301103--52301104--52301105--52301106--52301107--52301108--52301109--52301110--52301111--52301112--52301113--52301114--52301115--52301116--52301117--52301118--52301119--52301120--52301121--52301122--52301123--52301124--52301125--52301126--52301127--52301128--52301129--52301130--52301131--52301132--52301133--52301134--52301135--52301136--52301137--52301138--52301139--52301140--52301141--52301142--52301143--52301144--52301145--52301146--52301147--52301148--52301149--52301150-
